"","org","cast(split_zc.doc_max as text)","zip_code","count_zip_code","latitude","longitude"
"4347","NASHOBA VALLEY MEDICAL CENTER, A STEWARD FAMILY HOSPITAL INC","1","14321","1",NA,NA
"4348","NASHUA RADIOLOGY PA","6","30603","6",33.947587,-83.408897
"4349","NASHVILLE ONCOLOGY ASSOCIATES, PC","2","37203","2",36.150406,-86.791598
"4350","NASHXRAY ASSOCIATES, PA","9","27804","9",35.941739,-77.939841
"4351","NASON HOSPITAL","1","48532","1",43.011127,-83.803045
"4352","NASSAR F. KHAN MD PC","1","22031","2",38.853962,-77.284195
"4353","NASSAU HEALTHCARE CORPORATION","14","11554","24",40.72135,-73.55877
"4354","NASSAU MEDICAL SERVICES PC","1","11224","1",40.635444,-73.968536
"4355","NASSAU SUFFOLK RADIOLOGICAL ASSOCIATES PC","4","11757","4",40.688799,-73.376475
"4356","NASSER E BORAI MD LLC","1","82059","1",41.047337,-105.151706
"4357","NASSIR MEDICAL CORPORATION","1","90036","1",33.786594,-118.298662
"4358","NATCHEZ ONCOLOGY CENTER","1","39120","1",31.527752,-91.307025
"4359","NATE WHIPPLE RADIOLOGY INC","1","28641","1",35.938422,-81.884521
"4360","NATHAN W. UY, MD, PA","1","67337","1",37.146267,-95.748313
"4361","NATHANIEL D. YINGLING CANCER CENTER","2","16830","2",41.037563,-78.435492
"4362","NATIONAL DIAGNOSTIC IMAGING, LLC","16","80125","27",39.495327,-105.05897
"4363","NATIONAL JEWISH HEALTH","22","80206","22",39.730787,-104.953335
"4364","NATIONAL NUCLEAR CENTERS INC","12","33021","12",26.023267,-80.211942
"4365","NATIONAL PRIMARY CARE NETWORK,  P. A.","1","75246","2",32.793328,-96.773179
"4366","NATIONAL RADIOLOGY CONSULTANTS, P.A.","10","34613","10",28.604951,-82.531987
"4367","NATIONAL RADIOLOGY GROUP DFW PA","9","60540","20",41.759029,-88.152381
"4368","NATIONAL RADIOLOGY GROUP OF ARKANSAS, PLLC","3","72335","5",35.026272,-90.859555
"4369","NATIONAL RADIOLOGY GROUP, LLC","6","62959","6",37.729571,-88.912852
"4370","NATURO-MEDICAL HEALTH CARE P.C.","2","10003","2",40.730223,-73.988564
"4371","NAUGATUCK VALLEY MRI","11","67061","11",37.114569,-98.410166
"4372","NAUGATUCK VALLEY RADIOLOGICAL ASSOCIATES","14","67061","14",37.114569,-98.410166
"4373","NAVAJO HEALTH FOUNDATION","23","86505","46",35.237487,-109.52295
"4374","NAVEEN GUPTA MD INC","1","91786","1",34.839964,-115.967051
"4375","NAVESINK RADIOLOGY LLC","12","77011","12",29.83399,-95.434241
"4376","NAVJEET K GANDHOK MD PLLC","2","85351","4",33.276539,-112.18717
"4377","NAVNEET N. SHARDA, MD, LTD","1","89121","2",36.122271,-115.09153
"4378","NBIMC DEPARTMENT OF ONCOLOGY","11","7112","22",NA,NA
"4379","NBIMC DEPARTMENT OF SURGERY","1","7112","2",NA,NA
"4380","NCHMD INC","19","34102","19",26.133968,-81.795309
"4381","NCK RADIOLOGY PA","1","67420","1",39.441631,-98.119189
"4382","NDS RADIOLOGY PLLC","13","48375","26",42.463569,-83.46663
"4383","NE REHAB & PAIN MANAGEMENT CENTER","6","18301","6",41.089642,-75.199705
"4384","NEBRASKA HEMATOLOGY ONCOLOGY PC","4","68506","4",40.804064,-96.687195
"4385","NEBRASKA INTENSITY MODULATED RADIOTHERAPY PC","3","68510","6",40.83545,-96.630741
"4386","NEBRASKA METHODIST HOSPITAL","7","68114","14",41.263262,-96.053634
"4387","NEBRASKA-IOWA RADIOLOGY CONSULTANTS INC","6","51566","29",41.030516,-95.19404
"4388","NEIL E. ADLER MD PC","1","11516","1",40.626453,-73.725825
"4389","NEIL F SCHNEIDER MD INC PS","1","98144","1",47.432251,-121.803388
"4390","NEIL I. CHAFETZ, M.D. INC","1","90732","2",33.786594,-118.298662
"4391","NEIL T SPECHT, MD, LLC","1","66114","1",NA,NA
"4392","NELSON GUSTAVO NEDER KALIL MD","1","20815","2",38.983759,-77.079449
"4393","NEO UROLOGY ASSOCIATES","3","44512","3",41.025158,-80.668667
"4394","NEPHROLOGY ASSOCIATES MEDICAL GROUP INC","1","92505","2",33.752886,-116.055617
"4395","NEPHROLOGY PHYSICIANS, LLC","1","46545","1",41.696407,-86.304735
"4396","NESHOBA COUNTY GENERAL HOSPITAL","1","39350","1",32.754387,-89.116797
"4397","NETWORK HEALTH SYSTEM, INC.","1","54956","1",44.170785,-88.658087
"4398","NEURO INTERVENTIONAL AND DIAGNOSTIC ASSOCIATES, PC","3","64111","3",39.057,-94.593783
"4399","NEURO SKELETAL IMAGING PSC","1","92900","4",NA,NA
"4400","NEURODIAGNOSTICS AND THERAPEUTICS, PLLC","1","28226","2",35.108637,-80.82747
"4401","NEURODIAGNOSTICS INC","2","40504","4",38.038613,-84.539422
"4402","NEUROINTERVENTIONAL ASSOCIATES PA","1","33701","1",27.775654,-82.64092
"4403","NEUROINTERVENTIONAL INSTITUTE, P.A.","1","77339","2",29.83399,-95.434241
"4404","NEUROLOGICAL ASSOCIATES OF TUCSON","1","85718","1",32.311724,-110.91898
"4405","NEUROLOGICAL SP OF LI LLP","1","11021","1",40.754757,-73.601772
"4406","NEUROLOGICAL SURGERY PC","1","11570","2",40.667352,-73.638523
"4407","NEUROLOGY AND NEUROSCIENCE ASSOCIATES, INC.","5","44320","10",41.07739,-81.579391
"4408","NEUROMEDICAL CENTER","2","70810","4",30.355342,-91.072118
"4409","NEUROMUSCULOSKELETAL CENTER OF THE CASCADES PC","1","97756","8",44.268862,-121.266414
"4410","NEURORADIOLOGY ASSOCIATES OF TAMPA PA","5","33612","5",28.054195,-82.442683
"4411","NEUROSCAN","1","94598","2",37.906873,-122.037045
"4412","NEUROSCIENCE AND SPINE ASSOCIATES, P.L.","1","34119","1",26.239288,-81.66871
"4413","NEUROSCIENCE CONSULTANTS LLP","2","33133","3",25.737777,-80.22477
"4414","NEUROSKELETAL IMAGING INSTITUTE OF ORLANDO LTD LLP","5","32806","5",28.51103,-81.357841
"4415","NEUROSKELETAL IMAGING INSTITUTE OF WINTER PARK","1","32792","2",28.597377,-81.303592
"4416","NEUROSKELETAL IMAGING LLC","5","32901","13",28.012189,-80.585519
"4417","NEUROSURGICAL ASSOCIATES OF NEW JERSEY, P.C.","1","74503","2",NA,NA
"4418","NEUROSURGICAL ASSOCIATES, LTD","10","85013","10",33.276539,-112.18717
"4419","NEUROSURGICAL ASSOCIATES, P.C.","3","10032","3",40.839137,-73.942181
"4420","NEUROVASCULAR AND SPINE ASSOCIATES, A MEDICAL CORPORATION","2","92801","2",33.640302,-117.769442
"4421","NEVADA CANCER CENTER NAGY CHARTERED","9","89128","18",36.119038,-115.24018
"4422","NEVADA PHYSICIAN SPECIALISTS TOY","4","89106","4",36.181169,-115.167635
"4423","NEW BEDFORD MEDICAL ASSOCIATES, PC","13","2740","91",NA,NA
"4424","NEW BRITAIN RADIOLOGICAL ASSOCIATES","11","60521","16",41.78213,-87.966845
"4425","NEW CASTLE CLINIC INC","30","47362","30",39.92487,-85.366926
"4426","NEW CENTURY IMAGING LLC","40","7649","40",NA,NA
"4427","NEW ENGLAND BAPTIST PRIMARY CARE ASSOC","1","21202","1",39.295907,-76.608438
"4428","NEW ENGLAND HEMATOLOGY ONCOLOGY ASSOCIATES","8","24621","8",NA,NA
"4429","NEW ENGLAND IMPATIENT SPECIALIST","1","1844","1",NA,NA
"4430","NEW ENGLAND NEUROLOGICAL ASSOCIATES, P.C.","3","18431","3",41.564258,-75.265643
"4431","NEW ENGLAND RADIATION THERAPY ASSOC, INC.","2","1844","4",NA,NA
"4432","NEW FRONTIER IMAGING, LLC","2","82901","3",41.634515,-109.149045
"4433","NEW HAMPSHIRE ONCOLOGY-HEMATOLOGY PA","10","31062","10",33.087138,-83.22492
"4434","NEW HAVEN RADIOLOGY ASSOCIATES PC","33","65114","80",NA,NA
"4435","NEW HOPE CANCER & RESEARCH INSTITUTE","1","92882","2",33.752886,-116.055617
"4436","NEW HORIZONS CLINIC, PC","1","24463","1",38.179715,-79.141332
"4437","NEW IMAGING DAGNOSTICS SERVICES P.C.","1","10469","2",40.869978,-73.844903
"4438","NEW JERSEY ASSOCIATES IN MEDICINE, PA","1","74103","1",36.155392,-95.994424
"4439","NEW JERSEY HEALTH NETWORK LLC","2","82345","2",NA,NA
"4440","NEW JERSEY HEMATOLOGY ONCOLOGY ASSOCIATES, LLC","3","87247","3",NA,NA
"4441","NEW JERSEY INTERVENTIONAL ASSOCIATES, LLC","1","70835","1",30.51589,-91.080373
"4442","NEW JERSEY MEDICAL AND HEALTH ASSOCIATES LLC","1","73041","1",35.069516,-98.875945
"4443","NEW JERSEY RADIOLOGY ASSOCIATES PC","8","80502","8",40.087835,-105.373507
"4444","NEW JERSEY UROLOGIC INSTITUE P.A.","1","77243","2",29.83399,-95.434241
"4445","NEW JERSEY UROLOGY LLC","3","70033","6",29.677893,-90.0901
"4446","NEW LEXINGTON CLINIC PSC","9","40504","9",38.038613,-84.539422
"4447","NEW LONDON CANCER CENTER, P.C","4","63851","4",36.257216,-89.798519
"4448","NEW MEXICO CANCER CARE ASSOCIATES","4","87505","4",35.656638,-105.946155
"4449","NEW MEXICO ONCOLOGY HEMATOLOGY CONSULTANTS, LTD.","17","87109","17",35.127194,-106.58678
"4450","NEW MILLENNIUM MEDICAL IMAGING PC","4","11355","4",40.750317,-73.813903
"4451","NEW ROCHELLE RADIOLOGY ASSOCIATES, P.C.","5","10801","8",41.035123,-73.801401
"4452","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","2","11355","4",40.750317,-73.813903
"4453","NEW YORK IMAGING CORP","1","89013","1",37.722454,-117.796454
"4454","NEW YORK MEDICAL IMAGING ASSOCIATES MD PC","8","10028","16",40.776629,-73.953914
"4455","NEW YORK ONCOLOGY","2","10028","2",40.776629,-73.953914
"4456","NEW YORK ONCOLOGY HEMATOLOGY, P.C.","33","12206","87",42.675779,-73.793065
"4457","NEW YORK PAIN CONSULTANTS LLC","1","11702","2",40.66415,-73.340984
"4458","NEW YORK PRIVATE MEDICAL IMAGING, PLLC","17","10075","17",NA,NA
"4459","NEW YORK RADIATION ASSOCIATES, P.C.","3","11375","3",40.723041,-73.843688
"4460","NEW YORK RADIATION ONCOLOGY ASSOCIATES, PC","1","11417","1",40.675056,-73.844315
"4461","NEW YORK SOCIETY FOR THE RELIEF OF THE RUPTURED AND CRIPPLED MAINTAINI","18","10021","31",40.768823,-73.960257
"4462","NEW YORK SPINE & BRAIN SURGERY, UNIVERSITY FACULTY PRACTICE CORPORATIO","1","11794","2",40.922326,-72.637078
"4463","NEW YORK UNIVERSITY","152","10016","2273",40.745527,-73.978449
"4464","NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY","44","10016","54",40.745527,-73.978449
"4465","NEW YORK VEIN PC","1","11375","2",40.723041,-73.843688
"4466","NEWARK RADIATION ONCOLOGY, INC.","2","43055","2",40.085963,-82.485985
"4467","NEWAYGO COUNTY GENERAL HOSPITAL ASSOCIATION","2","49412","2",43.513456,-85.9132
"4468","NEWBERRY ONCOLOGY ASSOCIATES","2","29108","2",34.310027,-81.608611
"4469","NEWCO CANCER SERVICES, LLC","25","27834","45",35.631003,-77.381019
"4470","NEWLAND MEDICAL ASSOCIATES, P.C.","5","48374","5",42.468959,-83.522221
"4471","NEWNAN REGIONAL RADIATION THERAPY CENTER, INC.","8","30263","8",33.369595,-84.819397
"4472","NEWPORT CENTER RADIOLOGY ASSOCIATES MEDICAL GROUP","31","92660","31",33.637771,-117.875189
"4473","NEWPORT COAST RADIATION ONCOLOGY MEDICAL GROUP, INC","3","92663","3",33.61837,-117.91709
"4474","NEWPORT DIAGNOSTIC RADIOLOGY, INC","16","92660","16",33.637771,-117.875189
"4475","NEWPORT DOCTORS MEDICAL GROUP INC","3","92663","21",33.61837,-117.91709
"4476","NEWPORT HARBOR RADIOLOGY ASSOCIATES MEDICAL GROUP, INC","34","92658","154",33.640302,-117.769442
"4477","NEWPORT RADIOLOGY CONSULTANTS PA","1","72112","1",35.569278,-91.203951
"4478","NEWPORT RADIOSURGERY CENTER, INC","1","92660","1",33.637771,-117.875189
"4479","NEWSOUTH NEUROSPINE, LLC.","1","39232","1",32.311287,-90.397157
"4480","NEWTON HEALTH CARE SYSTEMS, INC.","2","30014","2",33.529341,-83.849622
"4481","NEWTON IMAGING P.A.","6","78711","12",30.326374,-97.771258
"4482","NEWTON WELLESLEY AMBULATORY SERVICES","6","24532","8",NA,NA
"4483","NEWTON WELLESLEY RADIOLOGY ASSOC","24","2462","24",NA,NA
"4484","NEWTOWN DIAGNOSTIC IMAGING LLC","15","6470","15",NA,NA
"4485","NEXGEN ONCOLOGY PLLC","2","75231","2",32.880025,-96.740103
"4486","NEY R F ALVES MD P A","1","33021","2",26.023267,-80.211942
"4487","NHCC MEDICAL ASSOCIATES, INC.","1","28402","1",34.340518,-77.901408
"4488","NIAGARA FRONTIER RADIOLOGY ASSOCIATES PC","6","14092","6",43.170805,-78.989515
"4489","NICHOLASVILLE ROAD MRI, LLC","17","40503","18",38.002578,-84.539437
"4490","NICULAE CIOBANU PHYSICIAN PC","1","10016","2",40.745527,-73.978449
"4491","NIGHT AND DAY MEDICAL ASSOCIATES","1","11209","2",40.622459,-74.028749
"4492","NIGHTRAYS, PA","12","78261","19",29.437532,-98.461582
"4493","NIRMALA SARAF, M.D., P.A.","1","7018","2",NA,NA
"4494","NMC LLC","7","33511","7",27.903679,-82.294021
"4495","NMG AFFILIATE PRACTICE I LLC","3","28207","3",35.195393,-80.826393
"4496","NOL, LLC","31","37075","186",36.347551,-86.612045
"4497","NOMC/MACNEAL RADIATION THERAPY JOINT VENTURE, LLC","3","60402","3",41.811929,-87.68732
"4498","NOOR M. MERCHANT MD & ASSOCIATES PA","3","32958","3",27.799123,-80.483098
"4499","NORAN NEUROLOGICAL CLINIC, PA","14","55407","28",44.935465,-93.254023
"4500","NORCAL IMAGING","19","94520","45",37.988871,-122.013355
"4501","NORFOLK CENTER FOR CANCER CARE & HEMATOLOGY PC","2","23013","2",NA,NA
"4502","NORFOLK RADIATION ONCOLOGY ASSOCIATES","1","20355","1",NA,NA
"4503","NORLIVO INTERNAL MEDICINE PLLC","1","48152","1",42.426235,-83.370682
"4504","NORMAN H. ANDERSON, MD, PA","7","34471","7",29.160525,-81.942516
"4505","NORMAN MEDICAL IMAGING LLC","4","73069","4",35.232966,-97.438246
"4506","NORMAN PALLIATIVE CARE PHYSICIANS","1","73071","1",35.254049,-97.300313
"4507","NORMAN RADIOLOGY SERVICES, INC","8","73109","8",35.435221,-97.525265
"4508","NORMAN UROLOGY ASSOCIATES PC","2","73071","2",35.254049,-97.300313
"4509","NORMAN Y SCHOENBERG MD PC","1","10010","2",40.739024,-73.983542
"4510","NORTH ARKANSAS RADIOLOGY","6","72501","6",35.768738,-91.652338
"4511","NORTH ATLANTA PROFESSIONAL SERVICES LLC","4","30342","4",33.881052,-84.379476
"4512","NORTH ATLANTA RADIATION ONCOLOGY","1","30342","1",33.881052,-84.379476
"4513","NORTH ATLANTA SURGICAL ASSOCIATES","1","30342","4",33.881052,-84.379476
"4514","NORTH BAY RADIOLOGY MEDICAL GROUP INC.","1","95521","1",40.564495,-123.935891
"4515","NORTH BEACH RADIOLOGY ASSOCIATES, LLC","5","33169","5",25.94262,-80.214621
"4516","NORTH BEACH VASCULAR & AESTHETICS LLC","1","33160","1",25.944859,-80.139067
"4517","NORTH BEND MEDICAL CENTER INC","3","97420","8",43.215143,-124.198358
"4518","NORTH BIG HORN HOSPITAL","7","82431","14",44.584242,-108.264522
"4519","NORTH BRANDON IMAGING LLC","4","33511","4",27.903679,-82.294021
"4520","NORTH BRIDGE IMAGING GROUP, LLC","16","1742","64",NA,NA
"4521","NORTH BROWARD HOSPITAL DISTRICT","10","33316","145",26.103114,-80.123866
"4522","NORTH BROWARD RADIOLOGISTS, P.A.","24","33064","48",26.22116,-80.125066
"4523","NORTH CENTRAL IMAGING LLC","1","60824","1",NA,NA
"4524","NORTH CENTRAL MS REGIONAL CANCER CTR INC","1","38935","1",33.523355,-90.27757
"4525","NORTH CENTRAL OHIO RADIOLOGY, LLC","6","43228","6",39.969036,-83.011389
"4526","NORTH CENTRAL RADIOLOGY, INC.","4","68601","4",41.542962,-97.376314
"4527","NORTH COUNTRY HOSPITAL AND HEALTH CENTER INC","1","58559","1",47.501822,-100.758394
"4528","NORTH COUNTRY PRECISION MEDICAL IMAGING, PC","2","12953","2",44.859117,-74.288237
"4529","NORTH COUNTY CANCER INSTITUTE PA","2","33410","4",26.598446,-80.054613
"4530","NORTH COUNTY DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY","1","63136","1",38.7196,-90.269962
"4531","NORTH COUNTY ONCOLOGY MEDICAL CLINIC INC","3","92056","3",33.016928,-116.846046
"4532","NORTH COUNTY RADIATION ONCOLOGY MEDICAL GROUP","5","92024","5",33.054154,-117.250253
"4533","NORTH COUNTY VASCULAR CENTER A CA PROFESSIONAL MEDICAL CORPORATION","8","92025","8",33.057128,-117.083403
"4534","NORTH DOVER OPEN MRI LLC","2","87015","4",35.134731,-106.125117
"4535","NORTH EAST MEDICAL SERVICES","4","94122","10",37.761179,-122.475732
"4536","NORTH FLORIDA CANCER CENTER LAKE CITY LLC","1","32025","2",30.160115,-82.639606
"4537","NORTH FLORIDA CANCER CENTER TALLAHASSEE LLC","2","32308","2",30.556205,-84.176838
"4538","NORTH FLORIDA CANCER INSTITUTE.","1","32605","1",29.677899,-82.466362
"4539","NORTH FLORIDA RADIATION ONCOLOGY ASSOCIATES PA","3","32308","3",30.556205,-84.176838
"4540","NORTH FLORIDA RADIATION ONCOLOGY LLC","3","32605","3",29.677899,-82.466362
"4541","NORTH FORK RADIOLOGY PC","13","11901","13",40.922326,-72.637078
"4542","NORTH GEORGIA CANCER CARE PC","1","30701","1",34.496921,-84.887942
"4543","NORTH GEORGIA RADIOLOGY","7","30720","7",34.791428,-84.992771
"4544","NORTH HILLS MEDICAL CENTER","3","29615","3",34.938893,-82.358999
"4545","NORTH HOUSTON CANCER CLINICS PA","1","77340","1",30.644755,-95.579836
"4546","NORTH HOUSTON IMAGING CENTER,LTD","2","77008","2",29.83399,-95.434241
"4547","NORTH HOUSTON MEDICINE TUMOR & BLOOD CLINIC, P.A.","2","77008","4",29.83399,-95.434241
"4548","NORTH IDAHO DAY SURGERY LLC","2","83854","4",47.795737,-116.946395
"4549","NORTH IOWA MERCY CLINICS","8","50401","27",43.116477,-93.270559
"4550","NORTH ISLAND HEMATOLOGY ONCOLOGY","3","11790","6",40.90129,-73.182803
"4551","NORTH JEFFERSON IMAGING, LLC","1","35071","2",33.70615,-86.848289
"4552","NORTH JERSEY HEMATOLOGY AND ONCOLOGY GROUP LLP","2","70132","4",NA,NA
"4553","NORTH JERSEY RADIATION ONCOLOGY ASSOCIATES, PA","2","75032","2",32.886,-96.409502
"4554","NORTH KANSAS CITY HOSPITAL","9","64116","9",39.147932,-94.568032
"4555","NORTH LINCOLN COUNTY HOSPITAL DISTRICT","1","83110","2",42.711296,-110.619734
"4556","NORTH MACOMB MRT CENTER LLC","6","48044","6",42.644211,-82.898513
"4557","NORTH MEDICAL RADIOTHERAPY, P.C.","3","13088","3",43.124866,-76.207867
"4558","NORTH MEMORIAL HEALTH CARE","5","55422","27",45.009601,-93.342428
"4559","NORTH METROPOLITAN RADIOLOGY ASSOCIATES. LLP","27","30091","27",33.960353,-84.037859
"4560","NORTH MISSISSIPPI HEMATOLOGY & ONCOLOGY ASSOC. LTD","4","38801","4",34.291889,-88.683828
"4561","NORTH OAKLAND NORTH MACOMB IMAGING INC","13","48307","13",42.659283,-83.122482
"4562","NORTH OAKS MEDICAL CENTER, LLC","7","70403","14",30.529506,-90.465499
"4563","NORTH OHIO HEART INC","1","44035","1",41.371396,-82.105112
"4564","NORTH PHILADELPHIA HEALTH SYSTEM","2","19130","2",40.001161,-75.169671
"4565","NORTH PLATTE NEBRASKA HOSPITAL CORPORATION","3","69101","3",41.102555,-100.74907
"4566","NORTH SHORE   SURG ONCOL","1","11021","1",40.754757,-73.601772
"4567","NORTH SHORE - LIJ MEDICAL PC","193","11030","298",40.754757,-73.601772
"4568","NORTH SHORE - LIJ RADIOLOGY SERVICES, PC","10","11021","20",40.754757,-73.601772
"4569","NORTH SHORE HEMATOLOGY ONCOLOGY ASSOCIATES PC","15","11733","15",40.922326,-72.637078
"4570","NORTH SHORE HEMATOLOGY ONCOLOGY,PLLC","6","11030","6",40.754757,-73.601772
"4571","NORTH SHORE INFUSION LTD","2","60077","2",42.03468,-87.76266
"4572","NORTH SHORE LONG ISLAND JEWISH HEALTH CARE INC","4","11021","7",40.754757,-73.601772
"4573","NORTH SHORE MEDICAL ACCELERATORPC","3","11787","3",40.856793,-73.208278
"4574","NORTH SHORE MEDICAL GROUP OF THE MOUNT SINAI SCHOOL OF MEDICINE","19","11743","21",40.867647,-73.410218
"4575","NORTH SHORE ONCOLOGY-HEMATOLOGY ASSOCIATES, LTD.","9","60048","9",42.28947,-87.957724
"4576","NORTH SHORE PHYSICIANS GROUP","2","1970","16",NA,NA
"4577","NORTH SHORE RADIOLOGICAL ASSOCIATES INC","13","21802","13",38.388434,-75.6276
"4578","NORTH STAR DIAGNOSTIC IMAGING, LLC","1","75075","2",33.162417,-96.71546
"4579","NORTH STAR FM, LP","5","75028","10",33.030903,-97.102543
"4580","NORTH STAR MCD, LLC","1","72521","2",35.948292,-91.5317
"4581","NORTH STAR MEDICAL IMAGING PLLC","18","99669","59",60.110034,-151.247935
"4582","NORTH STAR MRI LP","1","75013","2",33.118645,-96.677328
"4583","NORTH STAR MRI OF FRISCO,LP","1","75034","2",33.152222,-96.796437
"4584","NORTH STATE RADIOLOGY MEDICAL GROUP INC","24","95926","24",39.746159,-121.840083
"4585","NORTH SUNFLOWER MEDICAL CENTER","2","38771","5",33.66479,-90.555537
"4586","NORTH TAHOE RADIOLOGY MEDICAL GROUP INC","3","89451","3",39.253908,-119.935619
"4587","NORTH TAMPA RADIOLOGY CONSULTANTS, PL","16","33613","16",28.077403,-82.444209
"4588","NORTH TEXAS RADIOLOGY PLLC","2","76104","4",32.771419,-97.291484
"4589","NORTH TEXAS SURGICAL ONCOLOGY ASSOCIATES PLLC","1","75093","2",33.032674,-96.805055
"4590","NORTH VALLEY HEMATOLOGY/ONCOLOGY MEDICAL GROUP","2","91345","2",33.786594,-118.298662
"4591","NORTHAMPTON CLINIC COMPANY LLC","9","18042","12",40.683198,-75.264861
"4592","NORTHAMPTON INTERNAL MEDICINE ASSOCIATES, PC","1","10621","1",NA,NA
"4593","NORTHAMPTON RADIOLOGIC ASSOCIATES, INC.","8","1060","8",NA,NA
"4594","NORTHAMPTON RADIOLOGY PC","1","23413","1",37.469454,-75.879019
"4595","NORTHBAY HEALTHCARE GROUP","2","94533","3",38.278428,-122.020276
"4596","NORTHCROSS OBSTETRIC AND GYNECOLOGIC ASSOCIATES","1","28078","2",35.401071,-80.869457
"4597","NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.","20","72401","20",35.835847,-90.623071
"4598","NORTHEAST FLORIDA HOSPITALISTS INC.","1","33484","2",26.454218,-80.13473
"4599","NORTHEAST GEORGIA CANCER SPECIALIST, PC","3","30501","3",34.334398,-83.837912
"4600","NORTHEAST GEORGIA DIAGNOSTIC CLINIC LLC","4","30501","8",34.334398,-83.837912
"4601","NORTHEAST GEORGIA PHYSICIANS GROUP, INC.","3","30501","3",34.334398,-83.837912
"4602","NORTHEAST IMAGING CONSULTANTS, PC","1","18407","1",41.583122,-75.505612
"4603","NORTHEAST IMAGING PC","3","35903","3",33.984547,-85.907668
"4604","NORTHEAST INDIANA UROLOGY. P.C.","1","46825","3",41.138003,-85.104001
"4605","NORTHEAST INTERNAL MEDICINE ASSOCIATES,P.C","1","46761","1",41.655135,-85.387208
"4606","NORTHEAST KENTUCKY IMAGING INC","3","41101","6",38.43296,-82.693914
"4607","NORTHEAST LOUISIANA RADIATION ONCOLOGY","2","71201","2",32.502833,-92.094583
"4608","NORTHEAST LOUISIANA RADIOLOGY ASSOCIATES","3","71201","3",32.502833,-92.094583
"4609","NORTHEAST MEDICAL GROUP INC","16","66141","22",NA,NA
"4610","NORTHEAST MEDICAL IMAGING PC","14","12205","14",42.719799,-73.820666
"4611","NORTHEAST MEDICAL PRACTICE","2","19304","14",NA,NA
"4612","NORTHEAST MISSOURI IMAGING ASSOCIATES, INC.","6","63401","7",39.736986,-91.45683
"4613","NORTHEAST OPEN M.R.I, INC","7","19152","14",40.014011,-75.086818
"4614","NORTHEAST RADIATION ONCOLOGY CENTER LLC","3","18501","3",41.401881,-75.637626
"4615","NORTHEAST RADIATION ONCOLOGY PA","4","44016","8",NA,NA
"4616","NORTHEAST RADIOLOGY","8","10509","14",41.415979,-73.725197
"4617","NORTHEAST RADIOLOGY ASSOCIATES, LLP","13","19503","13",40.447833,-75.708672
"4618","NORTHEAST RADIOLOGY OF CT LLC","8","6810","15",NA,NA
"4619","NORTHEAST RADIOLOGY, INC","14","45242","29",39.244659,-84.345489
"4620","NORTHEAST TEXAS ONCOLOGIC AND RECONSTRUCTIVE SURGERY PA","1","75455","2",33.22101,-94.984645
"4621","NORTHEASTERN MICHIGAN CANCER CENTER","5","49707","5",45.033143,-83.495091
"4622","NORTHEASTERN PENNSYLVANIA IMAGING CENTER","8","18360","8",41.041895,-75.368964
"4623","NORTHEASTERN RADIATION ONCOLOGY","3","12801","3",43.31888,-73.669061
"4624","NORTHERN ARIZONA RADIATION ONCOLOGY","1","86336","3",34.756885,-111.279927
"4625","NORTHERN ARIZONA RADIOLOGY PC","8","86001","16",35.932116,-111.597853
"4626","NORTHERN BREAST & WOMENS IMAGING","1","11042","1",40.754757,-73.601772
"4627","NORTHERN CALIFORNIA CANCER CENTER","1","95350","1",37.669463,-121.016796
"4628","NORTHERN CALIFORNIA HEMATOLOGY/ONCOLOGY CONSULTANTS, INC","3","94704","3",37.866975,-122.256729
"4629","NORTHERN CALIFORNIA IMAGING ASSOCIATES MEDICAL GROUP, INC.","10","95932","14",39.203958,-122.221269
"4630","NORTHERN CALIFORNIA RADIATION THERAPISTS & ONCOLOGISTS MEDICAL GROUP","7","94015","12",37.676864,-122.475234
"4631","NORTHERN CALIFORNIA REHABILITATION HOSPITAL LLC","2","96001","2",40.675738,-122.456982
"4632","NORTHERN COCHISE COMMUNITY HOSPITAL INC","21","85643","21",32.07005,-109.886546
"4633","NORTHERN HEMATOLOGY ONCOLOGY LLC","3","80260","3",39.867235,-105.004125
"4634","NORTHERN ILLINOIS CANCER TREATMENT CENTER","4","61021","8",41.809229,-89.417156
"4635","NORTHERN ILLINOIS VEIN CLINIC, LLC","2","61104","2",42.25012,-89.080254
"4636","NORTHERN IMAGING ASSOCIATES PC","11","49770","11",45.355915,-84.913255
"4637","NORTHERN INDIANA MAGNETIC RESONANCE CENTER, LLP","35","46545","35",41.696407,-86.304735
"4638","NORTHERN INDIANA ONCOLOGY CENTER OF PORTER MEMORIAL HOSPITAL LLC","2","46383","4",41.454731,-87.065565
"4639","NORTHERN ITASCA HOSPITAL DISTRICT","1","56628","1",47.710353,-93.612694
"4640","NORTHERN MAINE MEDICAL CENTER","3","4743","12",NA,NA
"4641","NORTHERN MICHIGAN HEMATOLOGY AND ONCOLOGY","9","49770","18",45.355915,-84.913255
"4642","NORTHERN MICHIGAN MEDICAL MANAGEMENT","3","49770","3",45.355915,-84.913255
"4643","NORTHERN MONMOUTH COUNTY MEDICAL ASSOCIATES P C","14","77011","14",29.83399,-95.434241
